   1    1        0.722164219       1.007140052       0.853409714
   1    2        0.138619794       0.321212433       0.244815645
   1    3        0.143621009       0.334486462       0.248190262
   1    4        0.445775409       0.741509852       0.577372187
   1    5        0.078807946       0.295379396       0.200053523
   1    6        0.083475127       0.312863163       0.204539392
   1    7        0.066236870       0.223863056       0.129231466
   1    8        0.005784483       0.200435206       0.095982888
   1    9        0.006786182       0.229677213       0.103310158
   1   10        0.000157314       0.010861401       0.001579273
   1   11        0.000000317       0.046699573       0.014301660
   1   12        0.000000546       0.071915740       0.018843968
   1   13        0.000000292       0.000571757       0.000022377
   1   14        0.000000000       0.009901207       0.002154807
   1   15        0.000000000       0.020887086       0.003494288
   1   16        0.012712998       0.043298319       0.023490792
   1   17        0.005275834       0.029843387       0.013831217
   1   18        0.005497285       0.030986199       0.014103027
   1   19        0.001049790       0.008595950       0.003700655
   1   20        0.046757627       0.089238823       0.066356039
   1   21        0.039221974       0.123649727       0.084853389
   1   22        0.040371686       0.139492096       0.089453477
   1   23        0.017468063       0.030413826       0.024139290
   1   24        0.000206910       0.006576626       0.001371989
   1   25        0.000014698       0.001542892       0.000262010
   1   26        0.000008561       0.002403759       0.000238508
   1   27        0.000000127       0.000139725       0.000011447
   1   28        0.023456556       0.042663048       0.031888091
   1   29        0.027895147       0.086393421       0.058401501
   1   30        0.029820689       0.095975099       0.061926950
   1   31        0.009595713       0.022018453       0.015846009
   2    1        1.399368533       1.527323917       1.468893870
   2    2        0.226200837       0.270545612       0.252832462
   2    3        1.122110868       1.267003265       1.200321136
   2    4        0.173307282       0.228927377       0.206332870
   2    5        0.513541075       0.636098957       0.575897326
   2    6        0.050560209       0.105727378       0.080871071
   2    7        0.058128129       0.109593908       0.085809959
   2    8        0.000494213       0.005804395       0.002510186
   2    9        0.007101606       0.019796536       0.012928843
   2   10        0.000003580       0.000264068       0.000066898
   2   11        0.141186217       0.191181875       0.166326665
   2   12        0.044244933       0.071354162       0.058448617
   2   13        0.108497285       0.153214663       0.129727151
   2   14        0.086713714       0.128245335       0.108591058
   2   15        0.042003434       0.058084321       0.050258893
   2   16        0.008221409       0.023549156       0.015650949
   2   17        0.024798141       0.040288814       0.031632815
   2   18        0.056227765       0.080646769       0.069049809
   3    1        1.412202168       1.555340066       1.489141575
   3    2        0.226200837       0.270545612       0.252832462
   3    3        1.144221104       1.307168531       1.227236349
   3    4        0.173307282       0.228927377       0.206332870
   3    5        0.540803374       0.703434463       0.619860948
   3    6        0.050560209       0.105727378       0.080871071
   3    7        0.071770442       0.157844740       0.113063806
   3    8        0.000494213       0.005804395       0.002510186
   3    9        0.009546650       0.038043893       0.020965728
   3   10        0.000003580       0.000264068       0.000066898
   3   11        0.149817574       0.210510030       0.176990342
   3   12        0.047605506       0.075338295       0.062562130
   3   13        0.108137541       0.156137366       0.133679171
   3   14        0.084063811       0.121724669       0.104477545
   3   15        0.043721558       0.065663882       0.053202679
   3   16        0.012098185       0.027190038       0.018863179
   3   17        0.022786505       0.035167214       0.028257583
   3   18        0.051522855       0.074516971       0.064570787
      -12.0244148155      -12.0173915657
