   1    1        0.323219536       1.871547041       1.039221563
   1    2        0.044818706       0.533619852       0.269699216
   1    3        0.036355728       0.552458890       0.271411042
   1    4        0.065394325       0.615983954       0.289747615
   1    5        0.000010100       0.469767958       0.034807229
   1    6        0.098922632       1.266152123       0.638067593
   1    7        0.012608578       0.449889375       0.208686402
   1    8        0.005647071       0.475096064       0.211839241
   1    9        0.009773373       0.375589949       0.101311813
   1   10        0.000000361       0.368413391       0.007087694
   1   11        0.000815962       0.403566193       0.131581433
   1   12        0.000015702       0.266306198       0.097641768
   1   13        0.000001216       0.291867060       0.104613876
   1   14        0.000001580       0.144733579       0.002558230
   1   15        0.000000000       0.143894355       0.000038166
   1   16        0.000000000       0.084978009       0.001548927
   1   17        0.000000000       0.113981165       0.014738761
   1   18        0.000000000       0.150681769       0.019033080
   1   19        0.000000000       0.026916120       0.000020857
   1   20        0.000000000       0.046177268       0.002271617
   1   21        0.000000000       0.074532481       0.003533411
   1   22        0.000708514       0.137712963       0.027170126
   1   23        0.000239366       0.093533645       0.015794404
   1   24        0.000058112       0.112905588       0.015642135
   1   25        0.000204227       0.039161925       0.006120432
   1   26        0.000000000       0.027294017       0.000170010
   1   27        0.000000000       0.014949649       0.000145412
   1   28        0.000006779       0.039135668       0.003940988
   1   29        0.000030855       0.023046401       0.002254038
   1   30        0.000000000       0.010890948       0.000064126
   1   31        0.000000000       0.017573276       0.000062866
   1   32        0.000029279       0.028295412       0.003110686
   1   33        0.000000000       0.026439431       0.000075749
   1   34        0.000000619       0.004786913       0.000236795
   1   35        0.000000002       0.021452269       0.000142868
   1   36        0.005444906       0.274221240       0.076362690
   1   37        0.004297632       0.229232065       0.091381861
   1   38        0.002044764       0.294356393       0.094976600
   1   39        0.000649498       0.059698048       0.010609948
   1   40        0.000000000       0.030809412       0.000276833
   1   41        0.000000000       0.005491750       0.000102470
   1   42        0.000146352       0.045809058       0.025718598
   1   43        0.000033842       0.014016501       0.001586365
   1   44        0.000000000       0.011587845       0.000042216
   1   45        0.000000000       0.011447990       0.000036904
   1   46        0.000035132       0.021448685       0.002149187
   1   47        0.000000000       0.015911423       0.000036457
   1   48        0.000001393       0.003569116       0.000344767
   1   49        0.000000026       0.023402948       0.000688638
   1   50        0.000003231       0.041162752       0.001909459
   1   51        0.000000173       0.045464802       0.000813464
   1   52        0.000000410       0.053885821       0.000645627
   1   53        0.000007373       0.018314078       0.001587047
   1   54        0.000000000       0.015408823       0.000032516
   1   55        0.000000000       0.012994274       0.000058126
   1   56        0.000000003       0.036537683       0.000080698
   1   57        0.000002158       0.018642375       0.000893875
   1   58        0.000000000       0.006494684       0.000027855
   1   59        0.000000000       0.014489983       0.000025186
   1   60        0.000001315       0.016945445       0.001531371
   1   61        0.000000000       0.013334066       0.000037647
   1   62        0.000000011       0.002422858       0.000023815
   1   63        0.003638575       0.140614141       0.037079115
   1   64        0.003683320       0.157305186       0.062827792
   1   65        0.001892539       0.187529621       0.065731742
   1   66        0.000215349       0.024959081       0.004908547
   1   67        0.000000000       0.020474245       0.000105534
   1   68        0.000000000       0.003482100       0.000025835
   1   69        0.000009411       0.034913979       0.017069403
   1   70        0.000004607       0.006212332       0.000379458
   1   71        0.000000000       0.003712456       0.000009490
   1   72        0.000007937       0.010529721       0.000644656
   1   73        0.000000447       0.001030175       0.000086364
   1   74        0.000000021       0.006136396       0.000400105
   2    1        1.196723068       2.246606981       1.618195296
   2    2        0.000000000       0.159345793       0.017094120
   2    3        0.094716496       0.390346012       0.272194837
   2    4        0.066023531       0.444806115       0.236322175
   2    5        0.000025632       0.223676508       0.017305504
   2    6        0.873499153       1.643277523       1.252118410
   2    7        0.000000000       0.067275153       0.004187653
   2    8        0.040902532       0.286607776       0.215488047
   2    9        0.010146897       0.189211133       0.057545186
   2   10        0.000001023       0.126387139       0.002472827
   2   11        0.362000914       0.734031347       0.585850611
   2   12        0.000000000       0.003620257       0.000023201
   2   13        0.000926371       0.169959495       0.087380471
   2   14        0.000001627       0.016916242       0.000180411
   2   15        0.000000000       0.014979322       0.000031942
   2   16        0.027394674       0.182132676       0.088432566
   2   17        0.000000001       0.027481871       0.003176293
   2   18        0.001828765       0.052112951       0.013629702
   2   19        0.000000000       0.003949245       0.000097921
   2   20        0.075860228       0.271020969       0.176468070
   2   21        0.000000000       0.015281357       0.000462294
   2   22        0.005965148       0.091082106       0.062473136
   2   23        0.000537781       0.027674244       0.005975885
